region,country_code,year,life_expectancy,gdp_per_capita,population
asia,nzl,1848,34.05,2468.17,85642
asia,nzl,1849,34.05,2534.21,88066
asia,nzl,1850,34.05,2602.02,90807
asia,nzl,1851,34.05,2779.31,93877
asia,nzl,1852,34.05,2968.68,97300
asia,nzl,1853,34.05,3170.94,101095
asia,nzl,1854,34.05,3386.99,105039
asia,nzl,1855,34.05,3617.76,109136
asia,nzl,1856,34.05,3864.25,113392
asia,nzl,1857,34.05,4127.54,117815
asia,nzl,1858,34.05,4408.77,122411
asia,nzl,1859,34.05,4709.15,128326
asia,nzl,1860,34.05,5030.01,135706
asia,nzl,1861,34.05,5202.62,144710
asia,nzl,1862,34.05,5381.15,155510
asia,nzl,1863,34.05,5565.81,168297
asia,nzl,1864,34.05,5756.81,182134
asia,nzl,1865,34.05,5954.36,197110
asia,nzl,1866,34.05,6158.69,213316
asia,nzl,1867,34.05,6370.03,230856
asia,nzl,1868,34.05,6588.62,249837
asia,nzl,1869,34.05,6814.72,269071
asia,nzl,1870,34.05,7048.57,288500
asia,nzl,1871,34.5,7174.11,308057
asia,nzl,1872,34.95,8011.49,327666
asia,nzl,1873,35.39,8711.93,347238
asia,nzl,1874,35.84,8739.03,367978
asia,nzl,1875,36.29,8386.68,389958
asia,nzl,1876,36.74,8238.31,413250
asia,nzl,1877,37.18,9054.3,437933
asia,nzl,1878,37.63,9711.94,464091
asia,nzl,1879,38.08,8115.63,488189
asia,nzl,1880,38.53,8520.77,510014
asia,nzl,1881,38.98,8560.71,529338
asia,nzl,1882,39.42,8291.1,545917
asia,nzl,1883,39.87,7947.3,559490
asia,nzl,1884,40.32,8420.91,573401
asia,nzl,1885,40.77,8157,587658
asia,nzl,1886,41.22,8191.24,602269
asia,nzl,1887,41.67,8195.52,617244
asia,nzl,1888,42.11,8081.39,632591
asia,nzl,1889,42.56,8415.21,647608
asia,nzl,1890,43.01,8537.89,662272
asia,nzl,1891,43.46,8483.68,676562
asia,nzl,1892,43.91,8643.45,690453
asia,nzl,1893,44.36,8613.5,703920
asia,nzl,1894,44.8,8138.46,717650
asia,nzl,1895,45.25,8281.11,731648
asia,nzl,1896,45.7,9068.57,745919
asia,nzl,1897,46.15,8981.55,760468
asia,nzl,1898,46.6,9061.43,775301
asia,nzl,1899,47.05,9188.4,791494
asia,nzl,1900,47.5,9773.28,809099
asia,nzl,1901,47.95,9602.09,828174
asia,nzl,1902,48.39,10091.4,848778
asia,nzl,1903,48.84,10749.04,870968
asia,nzl,1904,49.29,10392.4,893740
asia,nzl,1905,49.74,11028.64,917106
asia,nzl,1906,50.19,11729.08,941083
asia,nzl,1907,50.64,12142.78,965687
asia,nzl,1908,51.09,10994.41,990935
asia,nzl,1909,51.54,10846.04,1014998
asia,nzl,1910,51.99,12088.57,1037814
asia,nzl,1911,52.44,12492.28,1059319
asia,nzl,1912,52.89,11844.63,1079444
asia,nzl,1913,53.33,11714.81,1098120
asia,nzl,1914,53.78,11798.98,1117119
asia,nzl,1915,54.23,11764.74,1136447
asia,nzl,1916,54.68,11642.06,1156110
asia,nzl,1917,55.13,11388.13,1176113
asia,nzl,1918,47.1,11167.02,1196505
asia,nzl,1919,56.03,12012.96,1217578
asia,nzl,1920,56.48,12827.52,1239349
asia,nzl,1921,56.93,11660.6,1261836
asia,nzl,1922,57.38,11007.24,1285060
asia,nzl,1923,57.83,11696.27,1309037
asia,nzl,1924,58.28,11694.84,1333463
asia,nzl,1925,58.73,12032.93,1358344
asia,nzl,1926,59.18,11152.75,1383689
asia,nzl,1927,59.63,10649.18,1409507
asia,nzl,1928,60.08,11690.56,1435807
asia,nzl,1929,60.53,11965.88,1459777
asia,nzl,1930,60.98,11278.29,1481347
asia,nzl,1931,61.43,10175.57,1500446
asia,nzl,1932,61.88,9838.9,1517002
asia,nzl,1933,62.33,10405.24,1530942
asia,nzl,1934,62.78,10841.76,1545009
asia,nzl,1935,63.23,11276.86,1559205
asia,nzl,1936,63.68,13279.73,1573532
asia,nzl,1937,64.13,13874.61,1587991
asia,nzl,1938,64.58,14693.44,1602582
asia,nzl,1939,65.03,14689.16,1619373
asia,nzl,1940,65.48,14325.39,1638415
asia,nzl,1941,65.93,13902.01,1659762
asia,nzl,1942,66.38,15298.83,1683468
asia,nzl,1943,66.83,15633.76,1709588
asia,nzl,1944,67.28,15458.53,1736113
asia,nzl,1945,67.73,15554.53,1763050
asia,nzl,1946,68.18,16037.71,1790404
asia,nzl,1947,68.63,17525.95,1818183
asia,nzl,1948,69.08,15439.22,1846393
asia,nzl,1949,69.2,16714.88,1877502
asia,nzl,1950,69.52,18746.09,1911608
asia,nzl,1951,69.51,17084.34,1952124
asia,nzl,1952,69.75,17247.89,1998948
asia,nzl,1953,69.87,17299.55,2048965
asia,nzl,1954,70.53,19138.61,2096332
asia,nzl,1955,70.62,19134.39,2140976
asia,nzl,1956,70.79,19525.72,2186348
asia,nzl,1957,70.68,19673.99,2235321
asia,nzl,1958,70.88,19763.55,2286559
asia,nzl,1959,70.97,20483.13,2335010
asia,nzl,1960,71.22,20923.62,2381189
asia,nzl,1961,71.19,21490.5,2431617
asia,nzl,1962,71.37,21423.6,2486311
asia,nzl,1963,71.41,22275.69,2540026
asia,nzl,1964,71.47,22894.77,2590648
asia,nzl,1965,71.46,23919.8,2638316
asia,nzl,1966,71.64,24948.2,2684356
asia,nzl,1967,71.6,23348.86,2725198
asia,nzl,1968,71.44,22999.57,2756419
asia,nzl,1969,71.61,25019.35,2786352
asia,nzl,1970,71.64,24384.82,2824061
asia,nzl,1971,71.84,25022.74,2868885
asia,nzl,1972,72.03,25646.36,2920878
asia,nzl,1973,72,26943.87,2980638
asia,nzl,1974,72.19,27954.67,3042812
asia,nzl,1975,72.39,27071.81,3095428
asia,nzl,1976,72.63,27213.96,3127812
asia,nzl,1977,72.72,25877.68,3141174
asia,nzl,1978,73.2,25900.92,3143300
asia,nzl,1979,73.12,26387.19,3142539
asia,nzl,1980,73.37,26545.42,3147168
asia,nzl,1981,73.83,27360.74,3160622
asia,nzl,1982,74.05,27750.49,3185721
asia,nzl,1983,74.28,27679.58,3219827
asia,nzl,1984,74.37,29007.95,3250340
asia,nzl,1985,74.22,29005.88,3268356
asia,nzl,1986,74.36,29288.1,3281671
asia,nzl,1987,74.48,29548.51,3299450
asia,nzl,1988,74.77,29382.52,3316002
asia,nzl,1989,75.11,29252.47,3333755
asia,nzl,1990,75.55,28857.67,3397389
asia,nzl,1991,75.93,27353.3,3481599
asia,nzl,1992,76.12,27299.81,3532563
asia,nzl,1993,76.28,28570.54,3573742
asia,nzl,1994,76.66,29693.85,3620890
asia,nzl,1995,76.75,30568.04,3673893
asia,nzl,1996,77.01,31142.52,3728457
asia,nzl,1997,77.39,31385.68,3775852
asia,nzl,1998,77.92,31324.31,3810044
asia,nzl,1999,78.05,32726.73,3833494
asia,nzl,2000,78.39,33467.17,3855266
asia,nzl,2001,78.59,34262.95,3889579
asia,nzl,2002,78.81,35204.55,3948584
asia,nzl,2003,79.13,36080.98,4019941
asia,nzl,2004,79.39,36945.11,4081409
asia,nzl,2005,79.8,37655.72,4132781
asia,nzl,2006,80.05,38164.16,4179978
asia,nzl,2007,80.19,38903.56,4221494
asia,nzl,2008,80.37,38031.52,4260239
asia,nzl,2009,80.64,37522.16,4302886
asia,nzl,2010,80.92,37557.97,4346338
asia,nzl,2011,80.92,38100.72,4381269
asia,nzl,2012,81.24,38753.73,4410284
asia,nzl,2013,81.51,39520.41,4450644
asia,nzl,2014,81.53,40350.65,4514195
asia,nzl,2015,81.72,41014.69,4590590
asia,nzl,2016,81.91,41628.4,4668081
asia,nzl,2017,81.99,42204.75,4746252
asia,nzl,2018,81.78,42916.87,4838526
asia,nzl,2019,81.78,43272.57,4959034
asia,nzl,2020,81.82,42052.14,5061133
asia,nzl,2021,82.07,44041.9,5129727
asia,nzl,2022,82.22,44880.37,5185288
asia,nzl,2023,82.37,44827.13,5228100
americas,nic,1800,25.4,1388.03,186000
americas,nic,1801,25.4,1388.03,186000
americas,nic,1802,25.4,1388.03,186000
americas,nic,1803,25.4,1389.46,186000
americas,nic,1804,25.4,1389.46,186000
americas,nic,1805,25.4,1389.46,186000
americas,nic,1806,25.4,1389.46,186000
americas,nic,1807,25.4,1389.46,186000
americas,nic,1808,25.4,1389.46,186000
americas,nic,1809,25.4,1389.46,186000
americas,nic,1810,25.4,1390.88,186000
americas,nic,1811,25.4,1390.88,186000
americas,nic,1812,25.4,1390.88,186000
americas,nic,1813,25.4,1390.88,186000
americas,nic,1814,25.4,1390.88,186000
americas,nic,1815,25.4,1390.88,186000
americas,nic,1816,25.4,1390.88,186000
americas,nic,1817,25.4,1387.14,186000
americas,nic,1818,25.4,1381.99,186000
americas,nic,1819,25.4,1376.86,186598
americas,nic,1820,25.4,1371.75,187802
americas,nic,1821,25.4,1380.67,189624
americas,nic,1822,25.4,1390.89,192072
americas,nic,1823,25.4,1401.01,195157
americas,nic,1824,25.4,1409.66,198292
americas,nic,1825,25.4,1419.6,201477
americas,nic,1826,25.4,1429.45,204713
americas,nic,1827,25.4,1439.21,208001
americas,nic,1828,25.4,1450.24,211342
americas,nic,1829,25.4,1459.81,214736
americas,nic,1830,25.4,1469.29,218186
americas,nic,1831,25.4,1480.02,221690
americas,nic,1832,25.4,1490.66,225251
americas,nic,1833,25.4,1499.86,228869
americas,nic,1834,25.4,1510.3,232545
americas,nic,1835,25.4,1520.65,236280
americas,nic,1836,25.4,1532.22,240075
americas,nic,1837,25.4,1542.36,243932
americas,nic,1838,25.4,1553.73,247850
americas,nic,1839,25.4,1563.68,251831
americas,nic,1840,25.4,1574.83,255876
americas,nic,1841,25.4,1585.89,259985
americas,nic,1842,25.4,1596.84,264161
americas,nic,1843,25.4,1607.68,268404
americas,nic,1844,25.4,1618.43,272716
americas,nic,1845,25.4,1630.35,277096
americas,nic,1846,25.4,1640.89,281547
americas,nic,1847,25.4,1652.59,286069
americas,nic,1848,25.4,1664.19,290664
americas,nic,1849,25.4,1675.68,294719
americas,nic,1850,25.4,1687.06,298221
americas,nic,1851,25.4,1698.33,302098
americas,nic,1852,25.4,1710.75,305411
americas,nic,1853,25.4,1721.8,308143
americas,nic,1854,25.4,1733.99,310897
americas,nic,1855,25.4,1746.06,313673
americas,nic,1856,25.4,1758.02,316470
americas,nic,1857,25.4,1771.09,319289
americas,nic,1858,25.4,1782.83,322130
americas,nic,1859,25.4,1795.66,324994
americas,nic,1860,25.4,1807.16,327880
americas,nic,1861,25.4,1819.76,330789
americas,nic,1862,25.4,1832.25,333720
americas,nic,1863,25.4,1845.81,336675
americas,nic,1864,25.4,1858.05,339652
americas,nic,1865,25.4,1871.37,342653
americas,nic,1866,25.4,1884.56,345677
americas,nic,1867,25.4,1896.44,348725
americas,nic,1868,25.4,1910.57,351797
americas,nic,1869,25.4,1923.39,355313
americas,nic,1870,25.4,1936.09,359284
americas,nic,1871,25.45,1949.83,363722
americas,nic,1872,25.5,1963.45,368640
americas,nic,1873,25.55,1976.93,374047
americas,nic,1874,25.6,1990.29,379531
americas,nic,1875,25.66,2004.67,385092
americas,nic,1876,25.71,2018.91,390731
americas,nic,1877,25.76,2033.02,396449
americas,nic,1878,25.81,2047,402248
americas,nic,1879,25.86,2060.85,408128
americas,nic,1880,25.91,2074.56,414091
americas,nic,1881,25.96,2089.27,420137
americas,nic,1882,26.01,2103.83,426269
americas,nic,1883,26.07,2118.26,432486
americas,nic,1884,26.12,2132.56,438791
americas,nic,1885,26.17,2147.82,445183
americas,nic,1886,26.22,2162.94,451666
americas,nic,1887,26.27,2177.92,458239
americas,nic,1888,26.32,2192.75,464905
americas,nic,1889,26.37,2207.45,471663
americas,nic,1890,26.42,2223.09,478516
americas,nic,1891,26.48,2238.59,485465
americas,nic,1892,26.53,2253.94,492511
americas,nic,1893,26.58,2269.14,499656
americas,nic,1894,26.63,2285.27,506901
americas,nic,1895,26.68,2301.24,514246
americas,nic,1896,26.73,2317.07,521694
americas,nic,1897,26.78,2332.75,529246
americas,nic,1898,26.83,2349.33,536904
americas,nic,1899,26.89,2365.75,544995
americas,nic,1900,26.94,2382.03,553531
americas,nic,1901,26.99,2398.14,562527
americas,nic,1902,27.04,2415.14,571995
americas,nic,1903,27.09,2431.99,581949
americas,nic,1904,27.14,2448.67,592072
americas,nic,1905,27.19,2465.2,602367
americas,nic,1906,27.24,2482.59,612836
americas,nic,1907,27.29,2499.82,623483
americas,nic,1908,27.35,2516.88,634310
americas,nic,1909,27.4,2534.8,645326
americas,nic,1910,27.45,2551.54,656534
americas,nic,1911,27.5,2577.14,667936
americas,nic,1912,27.55,2604.51,679537
americas,nic,1913,27.6,2629.65,691339
americas,nic,1914,27.65,2656.55,703341
americas,nic,1915,27.7,2684.21,715547
americas,nic,1916,27.76,2710.63,727960
americas,nic,1917,27.58,2737.81,740583
americas,nic,1918,24.42,2764.74,751483
americas,nic,1919,27.22,2793.39,761208
americas,nic,1920,27.04,2820.81,769730
americas,nic,1921,26.85,2971.5,777026
americas,nic,1922,27.49,2679.06,783068
americas,nic,1923,28.13,2867.36,787830
americas,nic,1924,28.77,2992.9,792620
americas,nic,1925,29.42,3303.89,797440
americas,nic,1926,30.06,2828.84,802289
americas,nic,1927,30.71,2841.68,807168
americas,nic,1928,31.36,3599.18,812076
americas,nic,1929,32.01,3962.95,819324
americas,nic,1930,32.67,3204.03,828973
americas,nic,1931,33.33,2954.38,841085
americas,nic,1932,33.99,2657.66,855722
americas,nic,1933,34.65,3296.75,872951
americas,nic,1934,35.31,2948.67,890526
americas,nic,1935,35.98,2914.44,908456
americas,nic,1936,36.64,2258.23,926746
americas,nic,1937,37.31,2385.19,945404
americas,nic,1938,37.98,2435.12,964438
americas,nic,1939,38.66,2913.01,985508
americas,nic,1940,39.34,3108.45,1008702
americas,nic,1941,40.16,3354.59,1034110
americas,nic,1942,40.98,3151.78,1061827
americas,nic,1943,41.81,3374.6,1091950
americas,nic,1944,42.64,3265.95,1122928
americas,nic,1945,43.47,3205.78,1154785
americas,nic,1946,44.3,3369.71,1187545
americas,nic,1947,45.14,3271.31,1221235
americas,nic,1948,45.98,3480.09,1255881
americas,nic,1949,46.83,3313.94,1292259
americas,nic,1950,47.67,3621.05,1330442
americas,nic,1951,48.44,3785.69,1369713
americas,nic,1952,49.69,4304.7,1409845
americas,nic,1953,50.66,4291.22,1451493
americas,nic,1954,51.61,4577.67,1494674
americas,nic,1955,52.29,4709.46,1539551
americas,nic,1956,53.12,4569.11,1586169
americas,nic,1957,53.21,4787.06,1634509
americas,nic,1958,53.58,4645.81,1684589
americas,nic,1959,53.28,4526.09,1736396
americas,nic,1960,53.6,4482.68,1789684
americas,nic,1961,55.38,4660.39,1844630
americas,nic,1962,56.08,5042.3,1901451
americas,nic,1963,56.47,5377.4,1960155
americas,nic,1964,56.79,5841.57,2020941
americas,nic,1965,57.19,6244.49,2084097
americas,nic,1966,57.34,6281.33,2150003
americas,nic,1967,57.27,6492.83,2219001
americas,nic,1968,56.49,6336.83,2291300
americas,nic,1969,55.97,6560.74,2366635
americas,nic,1970,58.08,6418.54,2444767
americas,nic,1971,59.23,6526.56,2525481
americas,nic,1972,50.47,6538.16,2603182
americas,nic,1973,61.15,6670.22,2682747
americas,nic,1974,61.97,7288.61,2769211
americas,nic,1975,62.65,7220.49,2857461
americas,nic,1976,62.93,7351.24,2947454
americas,nic,1977,63.75,7573.01,3038680
americas,nic,1978,63.14,6852.38,3128544
americas,nic,1979,58.88,4890.72,3214311
americas,nic,1980,66.37,4941.64,3303309
americas,nic,1981,66.51,5052.41,3397659
americas,nic,1982,66.77,4877.4,3491906
americas,nic,1983,62.51,4977.26,3584610
americas,nic,1984,61.57,4781.7,3674501
americas,nic,1985,63.31,4481.66,3763034
americas,nic,1986,65.35,4337.59,3852017
americas,nic,1987,64.19,4211.78,3941463
americas,nic,1988,68.22,3606.59,4033291
americas,nic,1989,71.68,3464.98,4129447
americas,nic,1990,72.72,3368.73,4227820
americas,nic,1991,72.06,3277.31,4327289
americas,nic,1992,72.44,3216.34,4427172
americas,nic,1993,72.64,3138.34,4526689
americas,nic,1994,73,3181.62,4625260
americas,nic,1995,71.46,3312.03,4721929
americas,nic,1996,71.52,3467.05,4812391
americas,nic,1997,72.44,3553.33,4895962
americas,nic,1998,70.42,3635.9,4974552
americas,nic,1999,73.26,3841.64,5049878
americas,nic,2000,73.73,3948.27,5123222
americas,nic,2001,73.73,4015.72,5192764
americas,nic,2002,73.61,3998.34,5259006
americas,nic,2003,73.6,4051.58,5323062
americas,nic,2004,73.65,4217.31,5386223
americas,nic,2005,73.46,4342,5454678
americas,nic,2006,74.25,4458.44,5529811
americas,nic,2007,73.92,4615.59,5607453
americas,nic,2008,73.96,4698.68,5687744
americas,nic,2009,74.11,4469.92,5770639
americas,nic,2010,74.37,4586.9,5855734
americas,nic,2011,74.33,4805.43,5942553
americas,nic,2012,74.39,5042.86,6030607
americas,nic,2013,74.46,5214.56,6119379
americas,nic,2014,74.5,5385.53,6208676
americas,nic,2015,74.91,5563.03,6298598
americas,nic,2016,74.77,5734.32,6389235
americas,nic,2017,75.04,5915.38,6480532
americas,nic,2018,75.18,5636.67,6572233
americas,nic,2019,75.38,5398.09,6663924
americas,nic,2020,75.4,5230.56,6755895
americas,nic,2021,75.81,5692.02,6850540
americas,nic,2022,76.03,5822.37,6948392
americas,nic,2023,76.24,5936.59,7046310
africa,ner,1800,30.8,654.89,852737
africa,ner,1801,30.8,654.89,852737
africa,ner,1802,30.8,654.89,852737
africa,ner,1803,30.8,654.89,852737
africa,ner,1804,30.8,654.89,852737
africa,ner,1805,30.8,654.89,852737
africa,ner,1806,30.8,654.89,852737
africa,ner,1807,30.8,656.36,852737
africa,ner,1808,30.8,656.36,852737
africa,ner,1809,30.8,656.36,852737
africa,ner,1810,30.8,656.36,852737
africa,ner,1811,30.8,656.36,852950
africa,ner,1812,30.8,656.36,853378
africa,ner,1813,30.8,656.36,854022
africa,ner,1814,30.8,656.36,854883
africa,ner,1815,30.8,656.36,855962
africa,ner,1816,30.8,656.36,857260
africa,ner,1817,30.8,656.36,858779
africa,ner,1818,30.8,656.36,860519
africa,ner,1819,30.8,656.36,862482
africa,ner,1820,30.8,656.36,864668
africa,ner,1821,30.8,660.77,867080
africa,ner,1822,30.8,663.7,869718
africa,ner,1823,30.8,666.64,872583
africa,ner,1824,30.8,669.58,875677
africa,ner,1825,30.8,672.52,879001
africa,ner,1826,30.8,676.92,882555
africa,ner,1827,30.8,679.86,886342
africa,ner,1828,30.8,682.79,890363
africa,ner,1829,30.8,685.73,894618
africa,ner,1830,30.8,690.14,899109
africa,ner,1831,30.8,693.07,903837
africa,ner,1832,30.8,696.01,908590
africa,ner,1833,30.8,698.95,913368
africa,ner,1834,30.8,703.35,918171
africa,ner,1835,30.8,706.29,923000
africa,ner,1836,30.8,709.22,927853
africa,ner,1837,30.8,713.63,932733
africa,ner,1838,30.8,716.57,937637
africa,ner,1839,30.8,719.5,942568
africa,ner,1840,30.8,723.91,947525
africa,ner,1841,30.8,726.84,952508
africa,ner,1842,30.8,729.78,957517
africa,ner,1843,30.8,734.19,962552
africa,ner,1844,30.8,737.12,967614
africa,ner,1845,30.8,741.53,972702
africa,ner,1846,30.8,744.47,977817
africa,ner,1847,30.8,748.87,982959
africa,ner,1848,30.8,751.81,988128
africa,ner,1849,30.8,756.21,993325
africa,ner,1850,30.8,759.15,998548
africa,ner,1851,30.8,763.55,1001816
africa,ner,1852,30.8,766.49,1005089
africa,ner,1853,30.8,770.9,1009375
africa,ner,1854,30.8,773.83,1013674
africa,ner,1855,30.8,778.24,1017985
africa,ner,1856,30.8,781.17,1022310
africa,ner,1857,30.8,785.58,1026648
africa,ner,1858,30.8,788.52,1031000
africa,ner,1859,30.8,792.92,1035572
africa,ner,1860,30.8,797.33,1040367
africa,ner,1861,30.8,800.26,1045389
africa,ner,1862,30.8,804.67,1050638
africa,ner,1863,30.8,809.07,1056118
africa,ner,1864,30.8,812.01,1061622
africa,ner,1865,30.8,816.42,1067149
africa,ner,1866,30.8,820.82,1072699
africa,ner,1867,30.8,823.76,1078274
africa,ner,1868,30.8,828.16,1083872
africa,ner,1869,30.8,832.57,1089712
africa,ner,1870,30.8,835.5,1095798
africa,ner,1871,30.83,839.91,1102133
africa,ner,1872,30.86,844.31,1108719
africa,ner,1873,30.9,848.72,1115561
africa,ner,1874,30.93,853.12,1122439
africa,ner,1875,30.96,856.06,1129354
africa,ner,1876,30.99,860.47,1136307
africa,ner,1877,31.03,864.87,1143297
africa,ner,1878,31.06,869.28,1150325
africa,ner,1879,31.09,873.68,1157391
africa,ner,1880,31.12,878.09,1164495
africa,ner,1881,31.15,882.49,1171637
africa,ner,1882,31.19,885.43,1178817
africa,ner,1883,31.22,889.83,1186037
africa,ner,1884,31.25,894.24,1193295
africa,ner,1885,31.28,898.64,1200593
africa,ner,1886,31.31,903.05,1207929
africa,ner,1887,31.35,907.45,1215306
africa,ner,1888,31.38,911.86,1222721
africa,ner,1889,31.41,916.27,1230177
africa,ner,1890,31.44,920.67,1237673
africa,ner,1891,31.48,925.08,1245209
africa,ner,1892,31.51,929.48,1252786
africa,ner,1893,31.54,933.89,1260403
africa,ner,1894,31.57,938.29,1268061
africa,ner,1895,31.6,944.16,1275761
africa,ner,1896,31.64,948.57,1283501
africa,ner,1897,31.67,952.97,1291284
africa,ner,1898,31.7,957.38,1299107
africa,ner,1899,31.73,961.78,1308810
africa,ner,1900,31.77,966.19,1320431
africa,ner,1901,31.8,970.59,1334010
africa,ner,1902,31.83,976.47,1349586
africa,ner,1903,31.86,980.87,1367201
africa,ner,1904,31.89,985.28,1385041
africa,ner,1905,31.93,989.68,1403107
africa,ner,1906,31.96,995.56,1421403
africa,ner,1907,31.99,999.96,1439932
africa,ner,1908,32.02,1004.37,1458697
africa,ner,1909,32.05,1008.77,1476804
africa,ner,1910,32.09,1014.65,1494234
africa,ner,1911,32.12,1019.05,1510967
africa,ner,1912,32.15,1023.46,1526982
africa,ner,1913,32.18,1029.33,1542261
africa,ner,1914,32.22,1036.67,1557686
africa,ner,1915,32.25,1042.55,1573259
africa,ner,1916,32.28,1049.89,1588981
africa,ner,1917,32.31,1057.23,1604855
africa,ner,1918,12.51,1064.57,1617694
africa,ner,1919,32.38,1071.91,1632608
africa,ner,1920,32.41,1079.25,1649641
africa,ner,1921,32.44,1088.06,1668838
africa,ner,1922,32.47,1098.34,1690245
africa,ner,1923,32.5,1107.15,1713908
africa,ner,1924,32.54,1117.43,1737903
africa,ner,1925,32.57,1127.71,1762234
africa,ner,1926,32.6,1136.52,1786905
africa,ner,1927,32.63,1146.8,1811921
africa,ner,1928,32.67,1157.08,1837288
africa,ner,1929,32.7,1167.36,1862632
africa,ner,1930,32.73,1177.64,1887949
africa,ner,1931,32.76,1187.91,1913232
africa,ner,1932,32.79,1198.19,1938477
africa,ner,1933,32.83,1208.47,1963677
africa,ner,1934,32.86,1218.75,1989205
africa,ner,1935,32.89,1229.03,2015064
africa,ner,1936,32.92,1239.31,2041260
africa,ner,1937,32.96,1251.05,2067796
africa,ner,1938,32.99,1261.33,2094678
africa,ner,1939,33.02,1271.61,2123628
africa,ner,1940,33.05,1283.36,2154703
africa,ner,1941,33.08,1292.83,2187960
africa,ner,1942,33.12,1305.23,2223458
africa,ner,1943,33.15,1316.14,2261257
africa,ner,1944,33.18,1325.58,2299699
africa,ner,1945,33.21,1336.47,2338794
africa,ner,1946,34.13,1348.8,2378553
africa,ner,1947,35.04,1359.66,2418989
africa,ner,1948,35.96,1370.51,2460111
africa,ner,1949,36.87,1382.8,2510040
africa,ner,1950,37.79,1393.61,2569191
africa,ner,1951,37.74,1422.5,2659698
africa,ner,1952,38.03,1448.52,2749567
africa,ner,1953,38.54,1474.51,2838983
africa,ner,1954,38.79,1503.29,2928430
africa,ner,1955,38.95,1529.21,3018555
africa,ner,1956,39.24,1557.92,3109788
africa,ner,1957,39.44,1583.77,3202649
africa,ner,1958,39.69,1612.42,3297840
africa,ner,1959,40.02,1638.2,3395947
africa,ner,1960,40.33,1709.04,3497431
africa,ner,1961,40.63,1748.17,3602530
africa,ner,1962,41.02,1885.92,3711068
africa,ner,1963,41.48,2026.11,3822697
africa,ner,1964,41.89,1976.87,3937008
africa,ner,1965,42.32,2067.33,4053524
africa,ner,1966,43.08,1999.68,4172501
africa,ner,1967,42.37,1968.41,4294283
africa,ner,1968,42.66,1942.44,4417954
africa,ner,1969,42.79,1816.8,4542993
africa,ner,1970,43.05,1840.29,4669708
africa,ner,1971,42.79,1895.16,4797068
africa,ner,1972,42.98,1751.28,4926318
africa,ner,1973,43.04,1414.45,5059382
africa,ner,1974,43.04,1498.26,5196579
africa,ner,1975,43.14,1417.68,5339497
africa,ner,1976,43.2,1388.62,5488658
africa,ner,1977,43.41,1454.95,5644703
africa,ner,1978,44.01,1605.18,5810351
africa,ner,1979,44.38,1671.76,5987151
africa,ner,1980,44.94,1636.72,6173177
africa,ner,1981,45.07,1591.31,6366262
africa,ner,1982,45.11,1551.19,6564445
africa,ner,1983,45.29,1454.33,6766606
africa,ner,1984,45.22,1168.94,6973849
africa,ner,1985,45.46,1193.82,7187618
africa,ner,1986,45.43,1222.13,7408364
africa,ner,1987,45.83,1170.52,7636591
africa,ner,1988,46.56,1207.5,7872252
africa,ner,1989,46.91,1177.66,8116075
africa,ner,1990,47.41,1122.95,8370648
africa,ner,1991,47.37,1090,8634640
africa,ner,1992,47.98,1051.46,8907644
africa,ner,1993,48.22,1023.5,9193078
africa,ner,1994,48.84,1012.88,9493324
africa,ner,1995,48.57,982.71,9813918
africa,ner,1996,49.98,959.84,10149937
africa,ner,1997,50.53,939.83,10494201
africa,ner,1998,51.08,1002.54,10854920
africa,ner,1999,51.49,967.38,11231469
africa,ner,2000,51.85,920.31,11622665
africa,ner,2001,52.31,953.33,12031430
africa,ner,2002,53.25,965.08,12456517
africa,ner,2003,53.74,955.1,12900790
africa,ner,2004,55.01,922.33,13366885
africa,ner,2005,55.62,953.93,13855221
africa,ner,2006,56.66,972.61,14365168
africa,ner,2007,57.2,965.44,14897873
africa,ner,2008,58.26,1001.22,15455175
africa,ner,2009,58.72,981.35,16037915
africa,ner,2010,59.05,1024.74,16647543
africa,ner,2011,59.32,1010.33,17283112
africa,ner,2012,59.57,1075.15,17954407
africa,ner,2013,59.97,1089.87,18653199
africa,ner,2014,60.36,1119.14,19372014
africa,ner,2015,60.64,1124.41,20128124
africa,ner,2016,61.08,1143.86,20921743
africa,ner,2017,61.53,1155.97,21737922
africa,ner,2018,62.01,1193.27,22577058
africa,ner,2019,62.51,1217.45,23443393
africa,ner,2020,62.65,1214.55,24333639
africa,ner,2021,63.24,1186.58,25252722
africa,ner,2022,63.58,1274.81,26207977
africa,ner,2023,63.92,1279.01,27202843
africa,nga,1800,30.4,1182.61,12100860
africa,nga,1801,30.4,1182.61,12100860
africa,nga,1802,30.4,1182.61,12100860
africa,nga,1803,30.4,1182.61,12100860
africa,nga,1804,30.4,1182.61,12100860
africa,nga,1805,30.4,1182.61,12100860
africa,nga,1806,30.4,1182.61,12100860
africa,nga,1807,30.4,1182.61,12100860
africa,nga,1808,30.4,1182.61,12100860
africa,nga,1809,30.4,1182.61,12100860
africa,nga,1810,30.4,1182.61,12100860
africa,nga,1811,30.4,1182.61,12100860
africa,nga,1812,30.4,1182.61,12100860
africa,nga,1813,30.4,1182.61,12100860
africa,nga,1814,30.4,1182.61,12100860
africa,nga,1815,30.4,1182.61,12100860
africa,nga,1816,30.4,1182.61,12100860
africa,nga,1817,30.4,1182.61,12100860
africa,nga,1818,30.4,1182.61,12100860
africa,nga,1819,30.4,1182.61,12109939
